,0,1,2,3,4,5,6
0,2.472014078587269,2.4176922994823813,2.2320973440667737,2.504094139341935,2.543333027408037,2.53825757952826,2.508247818071413
1,2.3032356794697573,2.5815619894041246,2.3818852597186897,2.655268947533183,2.4491973258611184,2.3885687926917307,2.452845762396794
2,2.4682721369655,2.4240183629289906,2.2463994100961138,2.540787164850685,2.551370197874541,2.5442972299333304,2.5072750620143482
3,2.461693314144072,2.477337630721845,2.2599298297859893,2.600010197611616,2.548486186922602,2.5326410745221724,2.5424288352547935
4,2.3948075372374755,2.5198915621390627,2.3178452522328614,2.591129206047359,2.524147113202497,2.486724878522639,2.4910089477724036
5,2.346151337972722,2.5467733346333223,2.3792729023734145,2.6737780587676436,2.512480321457331,2.4685451523661097,2.466638459765032
6,2.453532423646107,2.4466362174174083,2.2680895053279815,2.5707597567914164,2.530807677150682,2.5302509359939074,2.4991018671585703
7,2.4243031003049973,2.5825547630411214,2.3612650932043895,2.6438641377526366,2.545239934725184,2.4633971044500487,2.517798524360164
8,2.4074550021441596,2.4692719630160154,2.2654330348048846,2.551843414071886,2.4683730182755212,2.470463428628262,2.506330553546579
9,2.3890618989139347,2.557509468425983,2.367027872580789,2.6556793501735863,2.520835076725106,2.504529618708699,2.4903376607586902
10,2.4422955634829977,2.4541914354481134,2.262517894801614,2.546552452486096,2.5395880935108406,2.5811146702498027,2.506543304156228
11,2.4265711370024987,2.475214368809211,2.301628554544469,2.5767145116852372,2.5190322322609284,2.5285175502265567,2.499996883048581
12,2.414518046564561,2.512908536283483,2.3196818575158753,2.602020413699286,2.5172988625628814,2.5063997018197783,2.494745269330454
13,2.394435563790244,2.557373968364828,2.3563950920499375,2.6444494956448077,2.5309977446296683,2.49216006281548,2.4940135384638666
14,2.284141122310838,2.6101886697799346,2.4145506044940044,2.6795507560417158,2.4314619149524703,2.382352887186374,2.4472296785047134
15,2.2827175513360727,2.562470449183339,2.400140318744897,2.6887892899938075,2.457903907475585,2.4330548784907298,2.447700170654339
16,2.4401766613606917,2.4702137931005463,2.2755353823717255,2.5600241282823815,2.5298450382341113,2.5282569609522545,2.4964160585311266
17,2.3909216919417022,2.4960661592097435,2.32329899763542,2.622128487558175,2.5255677138275807,2.4981880851172256,2.477246077730831
18,2.4645569944999512,2.5022065407846243,2.2964761957936317,2.566258087467061,2.530721432371238,2.5096834597481,2.4893153992655757
19,2.3935051860814194,2.462706533519121,2.289135352688487,2.5524224778364233,2.5017715061053103,2.4964923892732864,2.471866204271982
20,2.426018745331627,2.4726472786369404,2.2841458832585357,2.600712860042535,2.533137795924049,2.50869298462239,2.5070158482224905
21,2.312877176104898,2.5657880545711076,2.4055398740945493,2.67902485225897,2.4876869069059504,2.4579383512032775,2.460525006835171
22,2.3774055154535136,2.5179207998979027,2.349566670070273,2.661926286825875,2.534752073650974,2.5051424063454397,2.482222664780107
23,2.3440181665115847,2.5671315859295736,2.3941025986547655,2.663628996314359,2.496797022725621,2.45832712018246,2.4724096507312443
24,2.2733660181608872,2.6050065153297153,2.468975240699121,2.729900456064534,2.456649422297017,2.432509395112053,2.4436102301694005
25,2.407078550934474,2.4837867287796644,2.309657644448563,2.5732018296331964,2.5048126815351397,2.4873659575065163,2.5020801246008286
26,2.3787324688201688,2.5180112042733827,2.3461114714456297,2.5997446431378983,2.497621118007163,2.463527335839161,2.495828240313332
27,2.332246688880574,2.584611605938936,2.4114699649174858,2.697948264597451,2.5269654493460396,2.4479201102889045,2.483478874177195
28,2.38092848914887,2.5381570050911635,2.341732945308477,2.6205465940375885,2.5225297770418766,2.4547616764100764,2.486890994754069
29,2.4215185336825407,2.4959895187909313,2.2909017502398683,2.5750695913514736,2.518698439766234,2.4769873442328008,2.4853169119318843
30,2.4466621836168407,2.5758875895819844,2.3503789228080807,2.6326013365327507,2.554368065531567,2.462338171324427,2.5244601651452783
31,2.411211613195789,2.4792932089476976,2.3050971115716665,2.6057131868579284,2.5326305534446902,2.5315703576366966,2.4936360839964737
32,2.4444490410530597,2.502577628578456,2.290426321563368,2.566849685509583,2.532848687221245,2.477289991663739,2.5129019569309228
33,2.3661263414406943,2.5400711676912047,2.3701482037163526,2.6135919138083197,2.493123679519897,2.437828683243385,2.4837726748052393
34,2.4014557224019186,2.516907121115509,2.3135359468709584,2.58609528161695,2.5306509749895976,2.492606551087546,2.491582555456562
35,2.3411723372831963,2.537061944996093,2.372471917354485,2.6473999090837954,2.494032987940719,2.4637804694254917,2.4723602262653643
36,2.338114057057462,2.56110969332579,2.386107359922145,2.6466881907231183,2.492550439582703,2.462648499775056,2.478017578980618
37,2.387572564443441,2.488439659239659,2.318513524306885,2.6183904708790116,2.5182722570840985,2.549287776130878,2.494078040008223
38,2.3782699376936964,2.4904888501754803,2.309732803565782,2.581616797578509,2.4976748092291903,2.4709192523906087,2.4695514095457667
39,2.3009780525519,2.5894265944634904,2.4489703049058438,2.707037319554403,2.4655482422930484,2.438779891988107,2.4535603801988817
40,2.4089589257743103,2.4391443102733184,2.2606270397229067,2.5009959254977554,2.5433370692907395,2.495413073550913,2.511247680263088
